食品包装 油墨 迁移,"食品安全越来越受到广泛关注,包装材料中油墨引起的食品质量问题频频发生,本文论述国内外包装油墨安全相关的法规及要求,总结国内外油墨迁移研究现状,为今后的食品包装油墨安全提供法律依据和实验指导。"
EtherCAT 多轴运动 PSoC 分布时钟 netANALYZER,目前多轴运动系统已经广泛应用于高速印刷电子装配及智能机器人等领域其实时和同步性能直接影响着产品的品质和性能传统的基于现场总线的多轴运动系统已经在远距离传输时显示出了其在速度和同步精度方面的缺陷且各种现场总线长期缺乏统一的标准开放性大大受限因此将具备高带宽高精度和开放性好等特点的实时以太网应用到轴动领域将很好的解决这些问题对网络化的多轴运动系统的研究有重要的理论意义和广阔的应用前景本文首先分析了现场总线的不足继而通过对比引出了德国Beckhoff公司的实时以太网EtherCAT网络接着论文分别从物理层数据链路层和应用层等角度详细地介绍了EtherCAT网络的运行原理及协议基础并以主从方式搭建了EtherCAT通信网络EtherCAT主站功能的实现主要借助TwinCAT组态软件及VC编写的应用程序共同完成二者之间采用ADS自动化设备规范路由接口进行通信从站方面在使用Beckhoff公司的模块完成了基本网络的搭建后论文进一步将其应用到了多运动系统在多轴运动系统的具体设计中论文以PSoC器件为EtherCAT微处理器中心单元配合EtherCAT从站控制器实现了复杂从站设备功能完成了多步进电机的细分驱动和加减速规划等设计最后论文借助netANALYZER实时以太网分析仪和Wireshark网络封包分析软件完成了EtherCAT网络报文的捕获及系统性能的测试和分析实验结果表明本文完成了EtherCAT网络的搭建和远程通信且其优越的高速和高同步精度性能十分适合远距离多轴同步运动的控制
绿色环保油墨 绿色环保油墨标准,"本文介绍了国内外绿色环保油墨标准的现状,分析了我国绿色环保油墨标准存在的问题,提出了建议。"
纸 食品包装 装潢设计 结构设计 印刷 发展趋势,基于目前资源浪费和环境污染严重的情况节能环保性低碳等口号被相继提出作为艺术设计专业的学生我根据自己的专业通过调查分析资料查询文献阅读和资料整理确立了纸质食品包装的研究方向本文主要以纸质食品包装为研究对象从装潢设计结构设计和印刷等方面提出了纸质食品包装在设计应用过程中应当注意的几个方面并从以上三个方面提出了几点有利于节能环保的设计建议从设计的理念和新材料的应用两方面预测了未来纸质食品包装设计的发展趋势节能环保的食品包装设计是未来社会发展的必然趋势也符合时代发展的要求食品在日常生活中与人接触密切且应用广泛食品包装造成的垃圾污染问题不容忽视食品安全更是关系到人类健康的重要问题不管是从环境的角度还是人类健康的角度节能环保的食品包装设计都非常必要
大粘度 压电微喷 驱动波形,"面向航天器内运动部件润滑失效问题,研究设计了一种大粘度压电微喷系统。提出了环形收缩管式微喷头的加工方法,并构建了整个装置试验样机。以50%和95%高粘度的甘油水溶液为实验研究对象,对形成稳定喷射时所需的信号频率、电压、保持时间及液面高度进行了研究。研究结果表明,随着液面高度的增加最佳驱动频率减小,随着喷射溶液粘度的增大喷射所需电压增大;在保证最优保持时间的条件下,液面高度越小所需喷射电压越小,随着喷射溶液粘度的增大,能形成稳定喷射的频率带逐渐变窄。"
生产线 传媒集团 喷墨印刷机 按需喷墨 连续喷墨 凤凰 按需印刷 出版印刷 转型升级 柯达,"全国首套柯达Prosper1000高速喷墨印刷机落户凤凰近日,凤凰传媒集团的按需出版生产线全面投入运营。该生产线整合了柯达Prosper1000高速喷墨印刷机、瑞士Hunkeler书芯成型设备,以及日本horizon、深圳精密达的后道连线设备,是亚洲第一条全连线连续喷墨POD系统。凭借该生产线,凤凰"
绿色印刷 实践 标准化,"印刷与人类的生活密不可分,绿色印刷对绿色生活的保障具有重要的作用。本文在分析和探讨印刷行业面临的主要污染问题和能耗问题的基础上,试图找到相对应的解决思路和办法,从印刷制造绿色标准化之路来降低环境污染,保护我们生存的环境。"
食品包装 可持续性设计 设计理念 设计策略 包装设计,20世纪末到如今人类所赖以生存的自然社会以及人类本身的发展都面临了前所未有的挑战为了迎接和克服这些挑战人们开始寻找一种建立在环境和自然资源可承受基础上的长期发展模式可持续性设计就是其中之一可持续设计在不同的国家有不同的认识和战略措施不仅在发达国家得以广泛地应用在发展中国家也正在得到不断提升的重视本文以可持续设计的理论为基础分析了可持续设计的概念及其发展脉络意义和内涵从可持续设计的视角通过对中国食品包装所存在的安全性过度消耗资源能源回收率低等问题的分析提出了包装材料的选择包装设计的策略包装废弃物的回收包装企业的管理这四个方面的设计途径本文分为七个部分第一部分为绪论介绍选题的背景及意义总结归纳了食品包装的相关概念及其评价体系以及中国食品包装设计中存在的可持续问题第二部分针对存在的可持续问题提出了选择安全环境友好型包装材料的方法第三部分为可持续包装设计过程提供减量化设计一体化设计重用设计耐用设计拆卸设计等多种切实可行的设计策略第四部分介绍了如何推进材料的回收污染的减少和资源能源的节约第五部分探讨了企业如何从宏观的角度掌握资源能源的分配从而达到企业整体的可持续性转变第六部分从系统化的角度以可口可乐公司在可持续发展道路上所采取的全面性方案与措施为例为中国的企业提供可参考的资料
智能包装 智能材料 智能结构 RFID,随着科学技术发展所带来的人们生产生活方式的变化传统包装正悄然发生变化在满足包装基本功能的前提下充分体现个性化消费需求彰显人文关怀和拓展产品功能的智能化包装逐步兴起这类包装是建立在综合运用现代智能材料智能技术智能结构等先进设计元素的基础上增强包装的保护功能和最大限度地满足和便利消费者的特殊需求文章结合中外智能化包装设计案例通过对智能化包装技术原理的诠释试图就智能化包装设计方法进行系统探索努力构建智能化包装设计理论体系首先在阐述智能化包装发展概况与背景的基础上对智能化包装的概念进行了重构并据此对智能化包装进行了新的分类及阐述其次对影响智能化包装设计的主要因素进行分析主要从智能技术智能材料与智能结构等三个主要方面着手阐述其特征及其对构成智能化包装的重要作用与影响再次针对智能化包装的特点总结和提炼了智能化包装设计中的某些规律性提取了出若干个关键性步骤综合这些方法与步骤将其归结为析解组借创五个方面来考察与审视智能化包装作为包装领域中一种新的理念与新材料新技术结合的产物具有诸多优势与人性化特点但依然存在技术研发成本标准及受众接受力等问题需要从人才平台及学科建设及良性倡导等方面努力以不断促进智能化包装的良性健康发展
UV-LED油墨 UV-LED光源 光引发剂 固化速率,"UV-LED油墨因节能、环保、高效等优势备受关注。为提高UV-LED油墨的固化速率,选用不同光引发剂分别制备油墨,在不同波长及辐射能量的UV-LED光源下固化,研究了光引发剂和光源对油墨固化速率的影响。改变光引发剂质量分数制备油墨,测试油墨的固化速率,从而确定能使油墨获得较高固化速率的光引发剂质量分数。研究结果表明,光引发剂的种类、质量分数和光源的性能参数对UV-LED油墨的固化速率都有很大影响,所研制的油墨在颜料的透光窗口、光引发剂的光谱吸收峰、光源的光谱辐射峰三者相互匹配时有较高的固化速率。"
水性油墨 水性丙烯酸树脂 抗水性 干燥速度,"水性油墨的抗水性和耐酸碱性是直接制约水性油墨应用性能的重要指标,本研究采用甲基丙烯酸甲酯(MM A)、丙烯酸丁酯(BA)为硬软单体,以丙烯酸(AA)、丙烯酸羟丙酯(HPA)为功能单体,采用乳液聚合法制备一种高固含量、耐酸碱性和抗水性优良、成膜性较好的水性丙烯酸树脂,并用这种树脂配制水性油墨;讨论了各单体用量对树脂膜抗水性和耐酸碱性的影响,以及油墨其他相关成分对油墨干燥速度、抗水性和光泽度的影响。研究表明,当MMA:BA质量比为3:2,AA和HPA含量分别为3.6%和6.7%时,树脂获得良好的抗水性;当助溶剂异丙醇含量为5%,分散剂用量为颜料和填料总量的3%,pH值为8.5~9.0,油墨中水的含量为25%时,油墨具备较好的干燥速度、抗水性和光泽度等性能。"
油墨 安全标准 环保标准 保存期 创新 同类 研发 玩具 经验 生产商,"·爱克发超过140年经验创新,1992年开始油墨研发;·通过全球ISO环保标准ISO 9001:2000及ISO 14001:2004:·通过全球玩具安全标准(EN 71-3:及ASTM F963-96a)·气味接近零,为同类UV油墨中最轻;保存期达18个月,为同类UV由墨中最长;"
绿色印刷 印刷产业链 绿色印刷产业 绿色印刷产业链 产业转型与产业升级,本文以中国印刷产业绿色化发展为背景主要探讨如何实现中国绿色印刷产业发展战略文章以什么是绿为什么绿能不能绿绿到了什么程度存在哪些问题怎样绿的更好为主线研究内容共分为6个部分从第2部分开始依次回答主线当中的五个问题第2部分基本概念与基本理论通过介绍绿色印刷印刷产业链绿色印刷产业和绿色印刷产业链这些主要概念来回答什么事绿第3部分中国印刷产业绿色化发展动因与可行性分析基于印刷产业链的上中下游各个环节进行分析进而提出发展绿色印刷的必要性从国家行业协会以及企业自身三个层次出发分析发展绿色印刷的能动因素以及可行性主要回答了为什么绿能不能绿第4部分国内外印刷业绿色化发展情况分析主要对国内外开展绿色印刷的情况进行分析对比国内外的绿色印刷发展的各个方面主要回答了绿到了什么程度第5部分中国绿色印刷产业发展存在问题分析通过国内外比较以及中国印刷产业的实际情况列出存在的问题寻找原因主要回答了存在哪些问题第6部分推进中国绿色印刷产业发展的战略举措针对主要问题进行战略规划提出战略执行思路主要回答了怎样绿的更好在研究方法方面主要运用实证调研和规范分析相结合定性研究与定量研究兼顾采用比较逻辑分析等战略管理方法统摄全过程研究具体研究方法主要有文献资料分析法实证调研法重点访谈法模型分析法量化分析法等
FPC 机器视觉 检测对位 精度 速度,本文结合柔性印刷电路板简称FPC自动化生产线检测对位的需求研究了针对FPC上料机的检测对位系统关键技术系统标定和FPC图像识别与定位在此基础上开发了基于FPC的机器视觉检测对位系统并通过实验对其精度和速度进行了分析验证全文取得了如下研究成果1系统标定技术提出了针对FPC自动上料机的快速系统标定方法该方法首先借助标定板实现摄像机标定然后通过工件移动实现视觉坐标与运动坐标的标定最后通过虚拟标准位置的设置和目标位置的调节实现FPC目标位置的标定具有速度快精度高的特点2FPC图像识别与定位技术论文采用双定位圆识别定位算法该方法通过机械移动的方式分别采集相距较远的两定位圆图像增大图像分辨率提高视觉定位精度3FPC检测对位系统开发结合基于机器视觉检测对位关键技术的研究设计开发了一套针对FPC自动上料机的视觉检测对位系统使其纠偏定位精度达到20μm处于国内领先水平4FPC检测对位系统精度速度实验分析对FPC上料机视觉检测对位系统的误差因素进行了实验论证分析指出了影响精度的主要因素为Z轴旋转精度和移动过程中产生的工件偏移为进一步提高纠偏定位精度奠定了基础为提高速度设计了三种运动过程中快速触发拍照的实现方式及精度验证方法为高速触发的方案选择提供了依据本文填补了国内基于机器视觉的检测对位系统在FPC自动上料机应用的技术空白其研究成果对丰富和发展基于视觉的FPC生产加工技术推进基于机器视觉的FPC检测对位系统的工程应用具有一定的理论意义和工程实用价值
,"UV油墨非常适合于玻璃产品的印刷,但其耐水性不佳,一直困扰着国内外油墨研发者,也阻碍了UV油墨在玻璃上的推广应用。针对这一情况,伊藤油墨涂料化工技研株式会社总结多年UV油墨研发经验和教训,突破传统思路,最新开发出一款耐水煮UV丝印玻璃油墨N-GL9000,其特点如下:(1)极佳的耐水性。UV固化好的玻璃产品,能经得起自来水浸泡30 d以上,再用开水浸泡24 h,固化膜硬度和附着力不受影响。(2)UV快速固化,无需后加热处理。新型UV玻璃油墨印刷后,直接UV固化,不需要后加热处理,就能赋予墨层极佳的耐水性能。"
水性连结料 水性聚氯酯 聚丙烯酸酯 纳米材料,"随着人们环保意识的日益增强,水性油墨已成为印刷包装领域的研发重点。本研究首先介绍了水性油墨的研究现状,指出水性油墨的性能主要取决于水性连结料的性能,然后叙述了可用作水性油墨连结料树脂的新型聚合物,即水性聚氯酯与聚丙烯酸酯。阐述了聚丙烯酸酯的研究进展,重点综述了水性聚氨酯作为新型树脂的研究现状与发展方向,指出通过改进合成方法和添加改性剂对其进行改性是提高水性聚氨酯性能的两种主要途径,其中又以纳米改性聚合物基体为当今国际研究热点和重点所在。最后概述了水性油墨用连结料新型树脂的主流研究方向。"
,"酒瓶贴花用途的低温水转印花纸是近年来为适印低能耗、环保及美观的要求而开发的水转印花纸产品。通常这类花纸都是由溶剂挥发型油墨进行印刷,因此印刷环境较为恶劣,生产效率也较低。为改变这种状况,目前国内已有油墨生产厂家着手研发环保和印刷效率更高的UV固化型油墨。本文就杭州恒基油墨涂料有限公司研发和生产的酒瓶用花纸印刷的UV系列油墨作一简单的介绍。"
,"近日,伊藤油墨涂料化工技研株式会社总结多年UV油墨研发经验开发出一款耐水煮UV玻璃油墨N-GL9000。这种新型UV油墨有以下几个特点:一是极佳的耐水性。经过UV油墨固化好的玻璃产品,能经得起自来水浸泡30天以上,并且固化膜硬度和附着力均不受影响。二是这种UV油墨固化快,无需加热处"
热喷墨 压电喷墨 相变喷墨 驱动脉冲,"热喷墨、压电喷墨和相变喷墨印刷以不同的方式发生并喷射墨滴,在打印头的驱动方法上必然存在各自的特点。为了更好地应用喷墨设备,应该对目前商业市场上的三种主要按需喷墨技术的驱动脉冲差异有相当程度的了解。"
水性油墨 连接料 助剂 颜料 研究方向,"介绍了水性油墨的特点、性能及应用,概述了水性油墨的发展历程和技术指标,综述了水性油墨的研究现状,包括连接料、助剂及颜料的研究现状,最后结合当前水性油墨面临的问题指出了今后的研究方向。"
纸张印刷适性 综合评价 预测 光谱表征 自定义纸张特性文件 色彩算法自动选择,目前全球造纸工业的大宗消费领域是印刷行业纸张成本占到印刷总成本的6070纸张印刷适性是决定其印刷过程和质量的重要因素揭示纸张性能与印刷品质量之间的作用机理是造纸和印刷行业尤为突出的问题然而由于纸张性能印刷之间复杂的多元关系以及影响因素的不确定性该技术难题尚未能较好突破本课题以不同印刷适性纸张为分析对象评判纸张相关性能对其响应印效指标的影响程度量化两体系之间的多元非线性作用规律从纸张相关性能有效组合角度出发研究纸张印刷适性的综合质量评价模型推导纸张性能综合和印刷品质量综合的数学表达式探索两者的关联构建纸张印刷适性的预测方程基于光谱传输特性实现测试纸张与参考纸张之间的印刷适性匹配和评估并推导待印刷纸张的光谱表征模型创建自定义的纸张特性文件揭示不同印刷适性纸张与目标印品阶调色彩传输的作用机理并开发其应用模块针对色域边界色域映射再现意图三个色彩复制关键技术分别提出新的算法并研究根据不同印刷适性纸张的复制特征自动选择适合应用策略机制且编制软件程序本课题量化了纸张在印刷中的行为和作用规律旨在为纸张匹配适宜印刷条件提供科学依据形成纸张应用与印刷实践控制的系统理论指导推动我国造纸与印刷技术的高质量生产和针对性应用利用灰关联分析研究纸张相关性能对印刷品质量的影响程度将各性能进行综合排序结果表明铜版纸性能影响力从大到小依次为平滑度匀度指数光泽度白度吸墨性表面强度不透明度胶版纸依次为吸墨性匀度指数光泽度白度不透明度表面强度平滑度轻涂纸依次为平滑度吸墨性白度匀度指数光泽度不透明度表面强度继而选择影响程度最大的前三个纸张性能作为自变量以响应的印品质量指标为因变量建立两者之间作用规律的多元非线性回归模型以此可以寻求最佳纸张性能组合获得预期印刷效果将纸张相关性能指标有效组合可以对纸张质量进行更准确的判断选取6个纸张性能作为输入层纸张综合评价级别值作为输出值构建纸张RBF神经网络综合评价模型结果表明该模型符合实践应用且精度比BP神经网络更高但纸张评价值范围仅为123为了进行更细致的比较提出基于人工鱼群投影寻踪算法的纸张质量综合分析模型建立纸张评价等级与投影值之间的关系式计算出的纸张评价值范围可为任意实数可比性更高尤其适合于同等级纸张的比较利用主成分分析法分别得到纸张性能综合和印刷品质量综合的计算表达式然后以具体纸张性能综合值为自变量以印品质量综合值为因变量拟合两体系之间的关系曲线最终得出纸张印刷适性的预测方程其自变量通过纸张性能综合表达式被转换成纸张相关性能该方案将纸张和印刷结合起来获取信息更全面应用方便结果客观具体基于光谱传输特性提出四种方案实现测试纸张与参考纸张之间的印刷适性评估包括朗伯比尔光谱定律KubelkaMunk光谱模型纽介堡光谱方程主成分分析法结果表明主成分分析法光谱评估效果最好但计算量最复杂纽介堡光谱方程评估效果和计算量均次之朗伯比尔光谱定律和KubelkaMunk光谱模型评估效果最差但计算量最小进一步将高品质的纸张视为朗伯六界面体分解为三个部分再进行组合推导出纸张的全反射率全透射率新模型使得在各种测量几何条件下表征纸张的光谱特性更简单直接提出并建立自定义的纸张特性文件使印刷所用的纸张和油墨能更好地相适应和匹配纸张特性文件的核心建立步骤是印刷设备的基本线性化最适合油墨色彩数量的判定判断最大油墨厚度并给出油墨量建议利用VC软件进行上述步骤编程使其能够在色彩管理系统中进行调用应用于实际印刷系统中利用曲面细分技术计算色域球体边界的三角形近似值将凸壳算法非空区域最大值点的γ02提出基于分区最大边界法和凸壳算法的组合方案色域边界新算法结果表明组合算法精度和计算量均介于分区最大边界法和凸壳算法之间基于遗传算法提出色域映射的新方法将图像超色域颜色的CIELAB色彩空间坐标定义为基因适应度函数定义为原始图像和映射图像的SCIELAB色差的倒数实行单点交叉或多点交叉结果表明遗传算法色域映射方案比传统裁切算法的色差要小针对四种再现意图对其各自特点及适用范围进行实验和规律总结最后分析纸张各性能与再现意图色域边界算法及色域映射方法的关系研究得出根据纸张相关性能自动选择各种色彩具体算法的规律和方案流程并利用VC软件实现自动选择功能
绿色印刷包装 环保油墨 印刷电子 印后加工 按需喷墨,"为了解目前国内有关绿色印刷包装的研究现状,对2008-2012年国内有关环保油墨、印刷电子、印后加工、按需喷墨的文献进行汇总研究,并从文献学的角度对其进行综合分析。研究结果表明,环保油墨和印后加工的文献数量较大,但文献数量增长整体呈下滑趋势;而印刷电子、按需喷墨文献数量虽然远远低于环保油墨和印后加工,但文献数量却增长迅猛。"
印刷电子技术 印刷光伏 印刷薄膜晶体管 印刷电路 印刷电子设备,"介绍了印刷电子的基本定义,印刷电子所涉及的产业领域,以及国外对印刷电子技术的研发投入情况。重点介绍了国内自2009年以来印刷电子的发展情况,特别是产业技术开发情况。分析了中国发展印刷电子产业的优势,并对未来印刷电子对中国一些产业领域的影响做了预测。"
大豆油 胶印油墨 植物油脂 环保植物 印刷企业 挥发性有机化合物 挥发性有机污染物 绿色环保型 绿色化 油基油墨,"近年来,随着绿色环保印刷的呼声日益高涨,各个印刷企业都在实施绿色环保措施。油墨作为印刷行业的主要耗材,其绿色环保受到人们的密切关注。尤其挥发性有机污染物(VOC)减排与控制技术创新联盟的成立对油墨的绿色技术提出更高的要求。而环保植物油墨(大豆油墨)作为环保油墨中的佼佼者它不仅绿色环保,还加速了我国印刷行业绿色化前进的步伐。"
导电油墨 电子市场 印刷 应用市场 市场规模 经济危机 咨询公司 研发 新产品 预测值,"2008～2009年的经济危机几乎对所有行业造成冲击,甚至以研发为主推力的导电油墨和印刷电子市场也未能幸免。即使这样,我们还是欣喜地看到在导电油墨和印刷电子市场上仍有许多新公司成立,且各公司不断加大研发力度,并在2010年陆续推出新产品。2011年,这种趋势还在持续。据知名咨询公司IDTechEx预测:2026年,印刷电子市场规模将达到3000亿美元。即使市场规模仅达到预测值的一半,也意味着该领域具有巨大的市场商机。印刷电子成为导电油墨又一主要应用市场"
绿色印刷包装 印刷电子 环保油墨 按需喷墨 印后加工,"为了解国际上绿色印刷包装研究的现状与发展态势,选取科学引文索引(SCI)2008～2012年所收录的绿色印刷包装中有关印刷电子、环保油墨、按需喷墨、印后加工等4个研究方向的文献进行汇总、利用文献研究法进行综合分析,可以看出近5年来印刷电子文献高速增长,环保油墨文献量维持在相对较高的水平,而按需喷墨、印后加工的文献量明显下滑,印刷电子和环保油墨成为行业研究的热点。"
紫外发光二极管 扫描 波长 照度,"近年来随着UV-LED的问世,为印制电路板曝光领域带来革命性的变化。其高效节能、恒定的光照强度、优秀的温度控制、几乎为零的维护成本。促使UV-LED面光源替代传统曝光灯成为发展趋势。文章针对印制电路板阻焊曝光工艺紫外光源的特点,论述了推广应用中需要克服的相关技术及解决方法;并通过实验数据,分析出影响UV-LED面光源曝光均匀性、时间、解析度的因素。实践表明,采用扫描式、混合波长的UV-LED面光源曝光方式,高效节能、光强分布均匀稳定、能够完全满足阻焊曝光过程对光源的指标要求,可操作性强,对印制电路板曝光工艺的品质提升与节能降耗将起到推动作用。"
阴-非离子型Gemini表面活性剂 合成 性能,以马来酸酐脂肪醇聚氧乙烯醚AEO3AEO5AEO712乙二醇13丙二醇14丁二醇亚硫酸氢钠为原料以自制的碳基固体酸为催化剂合成了系列阴非离子型Gemini表面活性剂并对各反应条件进行优化利用红外光谱1HNMR等分析手段对各中间产物及目标产物进行结构表征结果表明与目标产物相符表面性能研究结果表明9种阴非离子型Gemini表面活性剂在水溶液中胶束化过程是一个自发过程主要来自熵驱动温度升高不利于胶束化进行且熵变对吉布斯自由能变的贡献有下降趋势焓变的贡献也有增大趋势在水溶液中胶束化存在焓熵补偿现象补偿温度Tc均在3072K范围基本不随阴非离子型Gemini表面活性剂的分子结构的改变而变化随着Spacer或EO的增加形成胶束的能力与稳定性均提高随着温度升高形成胶束的能力与稳定性均下降Logcmc与Spacerlength呈现出了很好的线性关系界面性能研究结果表明9种阴非离子型Gemini表面活性剂的最小烷烃碳数nmin分别为ANG3Ⅳ3ANG5Ⅳ5ANG7Ⅳ7的nmin分别为101313ANG3Ⅲ3ANG5Ⅲ5ANG7Ⅲ7的nmin分别为111213ANG3Ⅱ3ANG5Ⅱ5ANG7Ⅱ7的nmin分别为101111与大庆采油一厂原油的45下油水界面张力结果表明部分ANG5X5ANG7X7可以使大庆油水达到超低界面张力103mNm与烷基苯磺酸盐复配体系界面性能结果表明在ANG7Ⅳ7与C168MXS的复配比为2131时两者具有很好的复配作用能够使大庆油水达到超低界面张力数量级103mNm而在复配比为4151时复配体系能够使油水界面张力达到104mNm数量级泡沫性能研究结果表明9种阴非离子型Gemini表面活性剂起泡性能随着乙氧基EO结构单元增加起泡性能逐渐增加t12随着乙氧基EO结构单元增加逐渐增大随着联接基链长的增加其起泡性能逐渐增大t12随着联接基链长的增加而增加随着盐浓度增加起泡性能先增加后降低分别存在一个最佳盐浓度NaCl最佳浓度为2CaCl_2最佳浓度为1gLt12随着浓度增加先增加后降低随着温度增加其起泡性能先增加后减小在50时达到最大t12随着温度升高逐渐降低随着醇浓度增加其起泡性能先增加后降低并存在一个最佳醇浓度乙醇为4mL100mL异丙醇为3mL100mL正丁醇为1mL100mLt12随着醇浓度增加先增加后降低乳化性能研究结果表明9种阴非离子型Gemini表面活性剂随疏水基及联接基碳数的增加乳化性能变好随着ANG7Ⅳ7与烷基苯磺酸盐C168MXS的复配比增大其乳化性能先增强后降低在复配比为31时达到最大考察了盐浓度对乳化性能的影响结果表明随着氯化钠浓度增加其乳化性能先小幅增加后逐渐降低在氯化钠浓度为2时其乳化性能达到最大考察了碱及碱浓度对乳化性能的影响结果表明随着NaOHNa_2CO_3浓度增加乳状液稳定性先增加后降低在NaOHNa_2CO_3浓度分别为2和3时乳化性能达到最大继续增加盐浓度乳状液稳定性变差增溶性能研究结果表明9种阴非离子型Gemini表面活性剂的增溶能力受增溶物的极性及结构影响显著对苯液体石蜡及正辛醇的增溶能力大小为苯液体石蜡和正辛醇随着联结基碳数增加其对苯的增溶能力先降低后升高在联结基为13丙二醇时增溶能力最差吸附性能研究结果表明9种阴非离子型Gemini表面活性剂吸附量与温度之间关系结果表明吸附量随温度的升高逐渐减小考察加入盐浓度对油砂表面吸附量的影响结果表明随着盐浓度增加其吸附量逐渐增加加入Na2SO4的吸附量先增大后趋于平稳总体吸附量要高于NaCl在盐浓度为1gL时达到平稳考察碱浓度对吸附性能的影响结果表明表面活性剂ANG7Ⅳ7的浓度增加其在油砂表面吸附量逐渐增大在活性剂浓度为2gL时达到最大继续增大浓度吸附量不再增加钙皂分散能力研究结果表明9种阴非离子型Gemini表面活性剂的钙皂分散指数远小于传统表面活性剂SDBS这说明其具有较好的钙皂分散力钙皂分散性能随该系列表面活性剂联结基碳数的增大而变好随着联结基碳数增加其钙皂分散能力变好驱油性能研究结果表明9种阴非离子型Gemini表面活性剂驱岩心驱替实验表明阴非离子型Gemini表面活性剂可在水驱基础上提高原油采收率5左右随着氧乙烯结构单元的增加其表面活性剂驱提高原油采收率也越明显对于相同氧乙烯结构单元的阴非离子型Gemini表面活性剂随着联结基碳数增加其表面活性剂驱提高原油采收率也越明显三元驱岩心驱替实验表明无论ANG7Ⅳ7弱碱或强碱三元复合驱体系平均提高原油采收率均在20左右与目前用驱油用的烷基苯磺酸盐相当与烷基苯磺酸盐复配使用也具有较好的驱油效率
固化 光源系统 有限公司 水循环 印刷机 产业化发展 臭氧产生 综合指标 大功率 发光,"江苏广发光电科技有限公司(以下简称""广发光电"")是一家专业从事新型环保光源的应用研发和产业化发展的企业。其研发生产的大功率LED紫外(UV-LED)固化光源系统的综合指标已达到国际先进水平,在同等固化效率下,可比传统UV固化光源节能80%以上,且工作中无臭氧产生,在UV固化领域起到了革命性的作用。"
水性油墨 丙烯酸树脂 柔性版印刷 干燥速度,水性油墨是一种在人们对低碳环保越来越关注的环境下应运而生的新型油墨具有其它油墨无可比拟的安全环保特点主要应用在柔性版和凹版印刷特别是近几年随着柔性版印刷的快速发展水性柔性版印刷油墨得到了快速的发展在一些发达国家90以上的柔性版都采用水性油墨它的前景十分广阔水性柔版油墨虽然有着十分明显的优势但是国内生产的大部分水性油墨具有干燥速度慢抗水性差光泽度低等缺点这些缺点也抑制了它的快速发展和运用这些缺点主要与所用树脂的性能和油墨的助剂相关因此本论文通过优选合成原料和油墨原料探讨了合成水性丙烯酸的工艺合成水性丙烯酸树脂的配方和水性柔版印刷油墨的配方制备出一种干燥速度快抗水性能好光泽度佳的水性柔版油墨本论文通过实验研究了合成水性丙烯酸树脂的相关工艺包括阴离子和非离子乳化剂的配比与总量引发剂的用量与滴加方式氨水中和成盐的工艺缓冲剂用量对聚合体系pH的调节得出在OP10SDS32乳化剂的总量为单体总量的5引发剂为单体总量的05时采用半连续滴加方式中和氨水的浓度为1020缓冲剂的量为05g时能获得良好的聚合效果本论文通过水性丙烯酸树脂的原料进行了筛选优化研究了不同单体的配比对树脂性能的影响得出当MMAAA为32AA占总单体的36HPA为总单体的67时合成的树脂乳液粘度为1535mPas粒径分布在100nm以下凝胶率为07膜硬度为70HD耐酸性为1级耐碱性为3级抗水性为2级玻璃化温度为2191不论从聚合反应过程乳液各方面性能和乳液成膜后膜的各种性能方面都获得理想的效果本论文研究通过大量的复配对比实验对水性柔版油墨的原料进行了筛选优化研究了不同原料的配比对油墨性能的影响得出助溶剂异丙醇的量为5分散剂为颜料和填料的3pH为85油墨中水的含量为25时能获得良好的干燥速度光泽度和抗水性制备出一种干燥速度快为22mm30s光泽度良好为87耐酸碱性和抗水性能良好为4级着色力好为97附着力强细度为10m黏度低为696mPaspH值为85性能稳定用于非吸收材料如薄膜柔性版印刷的水性油墨
喷墨印刷系统 FPGA 数据通路 小波变换 高速数据接口,喷墨印刷是数字印刷系统的重要组成部分以其适应性广高速智能低污染等特点在印刷各领域得到广泛的应用喷墨印刷在印刷幅面油墨和承印介质的多样化上拓展了传统印刷的内涵随着喷墨印刷技术的不断发展市场上出现了很多喷墨设备不仅国外的许多产品进入我国市场国内许多企业也在积极开发自己的喷墨系统喷墨印刷的喷头控制系统对印刷质量有着重要的影响不仅对图像的清晰度纵向横向的一致性等方面有着重要的影响对于喷印速度也起到决定性的作用而喷墨印刷系统中数据传输速度的高低则直接影响着喷头控制系统性能的优劣论文首先介绍了喷墨印刷系统硬件设计包括喷墨头的选型接口电路的设计等然后运用小波变换和4B5B编码技术设计和实现了喷墨印刷系统软件功能模块最后重点介绍了基于FPGA的喷墨印刷系统高速数据接口的设计和实现研究并设计了喷墨印刷系统的高速数据接口论文选用XAAR公司的按需式喷头XAAR1001作为设计系统的喷墨头以Altera公司的CycloneIII系列的EP3C5E144C8作为控制芯片设计了高速数据接口给出了喷印效果最后对四倍频鉴相模块和4B5B数据传输模块进行了仿真
全球环保 油墨市场 市场规模 可持续发展 调查报告 环保法规 市场预测 产业转型 建立健全 印刷业,"近日,Smithers Pira公司发布了其关于全球环保油墨市场的最新调查报告《环保油墨的未来——2014年市场预测》。报告显示,印刷业正在努力向可持续发展产业转型,环保油墨市场潜力非常可观。预计到2014年,全球环保油墨市场规模有望达到72亿美元,年均复合增长率将达到4.5%。Smithers Pira公司认为,随着环保法规的建立健全,市场对环保油墨的需求将日益增长。"
