期刊 数字出版 技术变迁 技术创新 可持续发展,"在人类社会的发展进程中,出版技术扮演了至关重要的角色,被誉为人类""文明之母"",人类社会的每一次文明进化都与出版技术密不可分,出版技术的发展是人类文明进化历史的真实缩影。20世纪80年代中期以来,世界范围内的科学技术日新月异,中国经济、社会、文化等各领域都发生了重大而深刻的变革,电子及网络信息技术飞速发展。在这一背景下,中国期刊数字出版产业迅速崛起,期刊数字出版技术蓬勃发展。目前,从科技史角度对中国期刊数字出版技术发展问题的全面、深入的研究几乎为空白。站在多学科视角对中国期刊数字出版技术变迁进行深入研究,梳理中国期刊数字出版技术的发展脉络,探索其发展规律,对促进我国期刊数字出版业科学发展、深化中国出版史研究、完善出版史学科体系及提升我国文化软实力、推动文化产业乃至国民经济的长期、快速、可持续发展都具有极为重要的理论及现实意义。纵观中国期刊数字出版技术的发展历程,以电子计算机技术的应用、互联网技术的引入与发展、IPV6核心网及3G移动网络技术在期刊数字出版领域的应用等重大技术突破为线索,根据不同时期的政治、经济、文化及社会背景,将中国期刊数字出版技术的变迁过程划分为""期刊数字出版技术的奠基""、""期刊数字出版技术体系的初步形成""、""期刊数字出版技术的创新与发展""三个阶段。党的十一届三中全会以后,我国实行了对内改革、对外开放的政策,经济社会发生了重大变革。改革开放不仅带来了中国经济的腾飞和繁荣,也带来了包括科技、文化、社会等在内的各个领域的蓬勃发展,中国呈现出焕然一新的面貌。在这一时代变革的背景下,人们对文化的需求日益增长,出版业作为文化产业的重要组成部分,迎来了巨大的发展契机。在这一时期,电子计算机技术开始在我国出版领域得到应用,我国实现了一系列出版技术的突破。第一,实现了汉字进入计算机的重大突破,汉字实现了数字化;第二,激光照排技术实现了中国印刷技术的第二次革命,使中国印刷业进入告别""铅与火""、迎来""光与电""的崭新时期;第三,磁、光等信息存储技术的应用颠覆了传统的纸质信息存储方式,实现了信息存储的数字化。这些关键技术的突破奠定了我国出版领域数字化的基础,电子出版技术开始出现,中国出版业迎来了巨大变革。我国在对国外各类磁带数据库、光盘数据库引进的基础上,研发了《中国高等院校学报论文文摘(英文磁带版)》(CUJA)和《中文科技期刊篇名数据库》(光盘版);出现了以软盘形式出版的电子期刊;方正书版、科印微机排版系统、华光普及型(BD)排版系统、4S高级科技文献书刊编排系统、""WP""软件等计算机排版软件得到了初步应用,我国出现了期刊的数字化萌芽。1994年4月20日,一条带宽只有64K的国际专线接入中国,开通了Internet的全功能服务,中国正式接入互联网,互联网技术开始在中国得到广泛应用。在文化产业崛起、经济全球化及一体化背景下,我国期刊数字出版产业逐步兴起。互联网技术在我国的出现及其在期刊出版领域中的应用赋于了传统期刊出版方式和运营模式以新的活力和内涵,同时也给期刊出版工作带来了深刻的影响和变革。网络信息技术在期刊出版领域的广泛应用,推动了期刊采编技术、制版及印刷技术、发行及阅读技术的数字化变革,期刊出版逐步向网络化、一体化方向发展,我国期刊数字出版技术体系初步形成。""文化产业大发展、大繁荣""与""经济发展方式转变""等一系列政策的实施,推动了我国期刊数字出版产业的又一次重大变革。IPV6核心网的建立及移动3G通信技术的应用,促进了我国期刊数字出版技术的创新与发展。在期刊稿件采编技术发展方面,期刊网络采编系统被广泛采用,一批期刊群采编平台得到了建设与发展,参考文献辅助编校系统及学术不端检测系统在期刊出版过程中得到了普遍应用。在期刊的数字发行与阅读发面,一些OA期刊在线发布平台得以建立,期刊发行实现了开放阅读、自由传播和资源共享;3G移动网络技术的发展使被称为""第五媒体""的手机开始从单纯的通讯工具转向移动媒体终端,三网融合、三屏功能合一技术进一步深入,数字期刊的移动终端阅读技术得到快速发展;采用P2P技术并集合了Flash动画、tvc视频、音频、web控件、3D技术和超级链接等多媒体技术的网络多媒体互动杂志在这一时期大量涌现;移动网络技术的应用及手机网民数量的增长催生了手机阅读市场的壮大,VIVA无线新媒体手机杂志等一书手机期刊出版平台迅速发展。同时,数字出版技术的发展推动了专业期刊平台运营模式的变迁。我国一些数字期刊出版平台先后采用了独家授权数字出版模式;专业期刊平台呈现出市场分工逐步细化的态势;云计算技术的应用实现了期刊数字出版的全流程管理,已经成为我国期刊出版技术进一步发展的方向。纵观中国期刊数字出版技术的发展史,其变迁过程呈现出迅速性、渐进性及集成性的特征;计算机及网络信息技术的应用、经济全球化与经济发展方式转变、工业社会向信息社会的跨越、文化产业的崛起与繁荣、数字出版教育及研究等因素推动了中国期刊数字出版技术的发展;中国期刊数字出版技术的变迁促进了期刊出版的跨媒体融合、增强了人们获取期刊信息的能力、加快了中文期刊走向世界的步伐、推动了期刊数字出版及相关产业的繁荣,并对传统期刊出版业产生了双重影响。未来,期刊数字出版技术将进一步向跨媒体、立体化方向发展;其数字阅读技术将进入""后终端时代"",内容依然为王;""注重用户体验""将成为期刊数字出版技术创新的主要方向;期刊数字出版技术的发展对专业人才的需求将会更为迫切;期刊数字出版技术创新的赢利模式将会逐步清晰。目前,我国期刊数字出版技术的发展在人才储备与培养、产业链条及行业标准、版权保护及监管机制、集群创新及赢利模式等方面还存在诸多现实问题,制约着中国期刊数字出版技术的创新。要彻底扫除上述发展的障碍,实现我国期刊数字出版技术的持续创新,就必须在增强自主创新能力方面下功夫。要不断提高期刊数字出版人才的培养水平,在科学整合期刊数字出版产业、优化产业链利益分配的基础上,进一步加强期刊数字出版的版权保护力度,构建有效的监管机制,在更大程度上形成期刊数字出版的集群创新机制及有效的赢利模式。只有这样,才能从根本上促进我国期刊数字出版技术的创新,实现期刊数字出版产业的可持续发展。"
绿色印刷;周顺;印刷发行;科技标准司;上台阶;商业票据印刷;成果报告;周举;胶印版材;装机量;,"2011年10月,原国家新闻出版总署与环境保护部联合发布《关于实施绿色印刷的公告》,规定每年11月第一周为绿色印刷宣传周。2015年,第5个绿色印刷宣传周刚刚落下帷幕。那么,本次绿色印刷宣传周举办了哪些活动?其中又透露出哪些重要信息?本文将与您共同关注。活动精彩纷呈2015年11月3日,由国家新闻出版广电总局印刷发行司和环境保护部科技标准司联合举办的2015绿色印刷"
压电打印头 数值模拟 结构设计 加载电压波形设计 余振抑制 多普勒激光位移测试 墨滴喷射,随着喷墨印刷产业的繁荣发展和压电按需喷墨技术在其他工业领域中的应用越来越广压电喷墨打印头的需求也越来越高至今国内市场上仍缺乏具有自主知识产权的压电喷墨打印头本文对一种自主研发的压电打印头的结构尺寸及加载电压波形进行了优化设计通过对压电振动板的振动机理和墨滴喷射过程的分析以及利用计算机数值模拟合理设计压电打印头的参数以达到高喷射性能的目标1为了获得优良的液滴喷射性能本文利用计算机数值模拟软件COMSOL对压电打印头的尺寸进行了模拟优化对SiO2基板厚度和PZT层厚度和宽度进行的模拟仿真显示存在一个最优尺寸使压电打印头的喷墨性能达到最好通过模拟和测试发现随着振动板宽度的增加振动板的振动峰值也随之线性增加当PZT宽度增加时压电振动板的振动峰值先增加后下降为了更好地以低电压获得高振幅文中对一种双PZT结构进行了模拟模拟结果显示同等条件下双PZT结构的振幅为单PZT结构的两倍本文结合工艺要求和喷墨性能要求对喷嘴层的厚度进行了模拟分析在保证喷嘴层结构强度和应力极限的情况下尽量降低了喷嘴层的厚度2除了压电打印头的结构尺寸加载电压波形是另一个影响压电打印头液滴喷射性能的重要因素在加载电压波形设计方面本文利用压力波叠加的原理设计了一种加载电压波形的方法利用该方法设计的双梯形加载电压波形各段时间分别为t14μst214μst31μst433μsts4μs同时为了使该打印头在高频下工作本文还利用负反馈的原理设计一种可以主动抑制残余振动的电压波形通过模拟发现当加载该消振波形时压电打印头的余振得到了很好的抑制3为了评估压电打印头在制作过程中的性能本文对压电振动板和压电打印头成品进行多普勒激光位移测试在关于电压变化的多普勒测试结果中发现压电振动板的振幅随电压逐渐上升并在60V以后上升趋势变缓而且压电打印头在60V时的疲劳寿命只有10min因此压电打印头的加载电压幅值需小于60V在对多种加电压波形的多普勒测试结果中发现相对于其他波形正弦波三角波和方波双梯形加载电压波形表现出了格外优良的墨水吸入能力和液滴喷射能力4最后对压电打印头成品进行了墨滴喷射频闪观测该测试结果验证了压电打印头结构和加载电压波形的有效性
绿色印刷;凹印机;行业变革;环境标志;票据印刷;绿色发展;产品技术要求;印刷发行;印刷年;干燥系统;,"2014年12月1日,《环境标志产品技术要求印刷第三部分:凹版印刷》(以下简称""凹版绿色印刷标准"")正式实施,拉开了凹印行业的绿色序幕,这预示着凹印行业正式进入绿色发展的攻坚阶段,一场实质性的绿色变革即将来临。凹版绿色印刷标准的正式实施,标志着凹版绿色印刷有了明确的准入门槛,使我国凹版绿色印刷认证有据可依。那么,凹版绿色印刷标准正式实施以来,在我国凹印行业的推进如何?凹印企业的绿色印刷认证又面临"
卷到卷凹版印刷 印刷电子 套印精度 测试技术 控制补偿,"套印精度是保证印刷电子性能的重要指标。国内有许多机构在研发印刷电子装备,但对其套印精度指标、测量方法及影响因素等缺乏系统研究。国外学者指出:印刷电子套印误差应控制在30μm以内。采用光电传感器及摄像系统可测量套印精度,采取张力控制等补偿措施能提高套印精度。研究表明:印刷电子装备的套印精度约为普通印刷机的10倍,普通印刷机无法实现印刷电子产品的生产。为满足印刷电子产品的电学性能,保证套印精度,应考虑承印材料的特性、机械变形及热变形、张力等。"
大豆油墨;油墨转移;胶印油墨;墨层厚度;印刷适性仪;确保操作;石油资源;光泽度;印刷压力;印刷品质量;,"大豆油属于可食用油,分解后可完全融入自然环境。在各种配方的植物油油墨中,大豆油墨是真正意义上的可应用的环保型油墨。大豆油墨不污染空气,减少了对日益匮乏的石油资源的依赖,是生物可降解的油墨产品,能确保操作人员和消费者的健康。目前,大豆油墨的普及推广很快,在欧洲、日本、韩国等国家和地区先后得到广泛应用,很多对环保要求较高的产品也趋向于使用大豆油墨进行印刷。而大豆油墨在我国的应"
绿色印刷;行业标准;通用技术要求;印刷领域;平版印刷;判定准则;评价方法;抽样方法;标准委;,"4月10日,经国家新闻出版广电总局批准,《绿色印刷术语》《绿色印刷通用技术要求与评价方法第1部分:平版印刷》《绿色印刷产品抽样方法及测试部位确定原则》《绿色印刷产品合格判定准则第1部分:阅读类印刷品》等4项行业标准正式发布,这标志着我国绿色印刷自我声明认证工作进入实质性阶段。绿色印刷行业标准作为印刷企业推行绿色印刷、进行绿色印刷认证及自我声明的重要依据,是我国印刷领域根据行业发展需求首次批量制定的关于绿色"
绿色印刷;行业标准;通用技术要求;印刷领域;平版印刷;新闻出版领域;判定准则;工作计划;产品检测;评价方法;,"为配合我国绿色印刷自我声明和认证工作的开展,加强管理规范绿色印刷的产品检测,完成国家新闻出版广电总局下达的新闻出版领域行业标准制修订工作计划,经总局批准,《绿色印刷术语》《绿色印刷通用技术要求与评价方法第1部分:平版印刷》《绿色印刷产品抽样方法及测试部位确定原则》《绿色印刷产品合格判定准则第1部分:阅读类印刷品》等4项行业标准于日前正式发布。绿色印刷行业标准是企业进行绿色印刷认证及自我声明的重要依据,也是我国印刷领域根据行业发展需求首次"
印刷电子 金属纳米颗粒 导电墨水,"发展下一代柔性、低价和环境友好的印刷电子技术已取得大量的研究进展。印刷电子是基于印刷原理的电子制备技术,主要是将一些液体分散性好的或可溶性材料进行印刷图案化从而实现电子元器件的制备。印刷电子学涉及大量的基础学科问题,包括材料、设备、工艺与应用多方面的共性技术,但其关键技术之一在于制备环保、低成本的新型导电墨水。结合印刷电子基础与应用研究的发展现状,本文主要对金属纳米颗粒的合成及其导电墨水的制备与相关应用的最新研究进展进行了综述和讨论,并对其在传感器、薄膜晶体管(TFT)、太阳能电池及RFID等方面的最新应用进展进行了概述。"
绿色印刷 专利 CTP制版技术 产业 竞争力,"绿色印刷已成为全球印刷行业发展趋势,传统印刷企业亟待绿色转型,技术密集型的""绿色""企业将赢得未来发展机遇。该文分析了绿色印刷产业关键技术领域的专利布局以及重要研发企业在日本、美国、中国和欧洲绿色印刷市场的技术竞争态势与专利保护策略。"
